CATEGORYID,ASSETDESC,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,KIEU,U_LV,U_DM,I_P_DM,U_MCOV,PHA,LOAI,CAP_PHONG_IEC,VAT_LIEU,CAP_CS
0110D00_CS,DET MAY_172_CS.172-C,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,BAC SON_171_CS.171-A,USING,HSX.00126,2010,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,TAM PHUOC_171_CS.171-A,USING,HSX.00051,2008,TB040.00021,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.12,PB-100040,PB-100043,PB-500869
0110D00_CS,TAM PHUOC_T1_CS.1T1-A,USING,HSX.00051,2008,TB040.00021,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.12,PB-100040,PB-100042,PB-500869
0110D00_CS,XUAN TRUONG_171_CS.171-A,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,XUAN TRUONG_171_CS.171-B,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,XUAN TRUONG_171_CS.171-C,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,XUAN TRUONG_172_CS.172-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,XUAN TRUONG_T1_CS.1T1-A,USING,HSX.00311,2003,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500869
0110D00_CS,XUAN TRUONG_T2_CS.1T2-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04BACS1T1C-04/2004,USING,HSX.00311,2003,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TU_CS1T1A-01/05,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,DET MAY_T101_CS.T101-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,DET MAY_T101_CS.T101-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,DET MAY_T101_CS.T101-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TU_CS1T1B-01/05,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_T1_CS.1T1-A,USING,HSX.00311,2004,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.47,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_T1_CS.1T1-B,USING,HSX.00311,2004,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.47,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_T1_CS.1T1-C,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.47,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TU_CS1T1C-01/05,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_T2_CS.1T2-A (Kho 3.3),HH,HSX.00631,2001,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.47,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_T2_CS.1T2-B (Kho 3.3),HH,HSX.00631,2001,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.47,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_T2_CS.1T2-C (Kho 3.3),HH,HSX.00631,2001,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.47,PB-100040,PB-100042,PB-500871
0110D00_CS,BAU XEO_T1_CS.1T1-A,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500871
0110D00_CS,BAU XEO_T1_CS.1T1-B,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500871
0110D00_CS,BAU XEO_T1_CS.1T1-C,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500871
0110D00_CS,BAU XEO_T1_CS.1T1-A_(Kho 2.3),TVH,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500869
0110D00_CS,DAU GIAY_171_CS.171-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_171_CS.171-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500870
0110D00_CS,DAU GIAY_171_CS.171-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_172_CS.172-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_172_CS.172-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_172_CS.172-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_T1_CS.1T1-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_T1_CS.1T1-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DAU GIAY_T1_CS.1T1-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,DONG NAI_172_CS.172-A_(Kho 4.3.2),RETIRE,HSX.00126,2000,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,DONG NAI_172_CS.172-B_(Kho 4.3.2),RETIRE,HSX.00126,2000,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,DONG NAI_172_CS.172-C_(Kho 4.3.2),RETIRE,HSX.00126,2000,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,DONG NAI_T1_CS.1T1-A,USING,HSX.00126,2002,TB040.00134,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100042,PB-500869
0110D00_CS,DONG NAI_T2_CS.1T2-A_(Kho 4.3.2),RETIRE,HSX.00126,2000,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,DONG NAI_T2_CS.1T2-B_(Kho 4.3.2),RETIRE,HSX.00126,2000,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,DONG NAI_T2_CS.1T2-C_(Kho 4.3.2),RETIRE,HSX.00126,2000,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04TU_CS1T2A-2006,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04TU_CS1T2B-01/06,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,LONG KHANH_T2_CS.1T2-A,USING,HSX.00126,2017,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.40,PB-100040,PB-100042,PB-500869
0110D00_CS,LONG KHANH_T2_CS.1T2-B,USING,HSX.00126,2017,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.40,PB-100040,PB-100042,PB-500869
0110D00_CS,LONG KHANH_T2_CS.1T2-C,USING,HSX.00126,2017,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.40,PB-100040,PB-100042,PB-500869
0110D00_CS,LONG KHANH_T1_CS.1T1-A,USING,HSX.00547,1996,TB040.00014,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.54,PB-100040,PB-100042,PB-500869
0110D00_CS,LONG KHANH_T1_CS.1T1-B,USING,HSX.00547,1996,TB040.00014,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.54,PB-100040,PB-100042,PB-500869
0110D00_CS,LONG KHANH_T1_CS.1T1-C,USING,HSX.00547,1996,TB040.00014,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.54,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04TU_CS1T2C-01/06,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.61,PB-100040,PB-100043,PB-500871
0110D00_CS,TAM AN_171_CS.171-A,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_171_CS.171-B,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_171_CS.171-C,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_172_CS.172-A,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_172_CS.172-B,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_172_CS.172-C,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_T1_CS.1T1-A,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,PB-500162,PB-100040,PB-100042,PB-500869
0110D00_CS,TAM AN_T2_CS.1T2-A,USING,HSX.00126,2015,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAM AN_T2_CS.1T2-B,USING,HSX.00126,2015,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAM AN_T2_CS.1T2-C,USING,HSX.00126,2015,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_T1_CS.1T1-C,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN MAI_C11_CS.TUC11-A,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_C11_CS.TUC11-B,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_C11_CS.TUC11-C,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_C12_CS.TUC12-A,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_C12_CS.TUC12-B,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_C12_CS.TUC12-C,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN MAI_171_CS.171-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_171_CS.171-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_171_CS.171-C,USING,HSX.00126,2010,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_172_CS.172-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_172_CS.172-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_172_CS.172-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,TAN MAI_173_CS.173-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_173_CS.173-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN MAI_173_CS.173-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,CS171 pha A,USING,HSX.00493,1996,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100042,PB-500871
0110D00_CS,Chống sét 172 pha A ,USING,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,Chống sét CS1T1 pha A trạm Bến Tre,RETIRE,HSX.00493,1997,TB040.00134,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 pha A ,RETIRE,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04BC_CS171A-04/97,USING,HSX.00311,1996,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04BC_CS171B-04/97,USING,HSX.00311,1996,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1T1 PHA A,USING,HSX.00631,2000,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 PHA A-01/01,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100043,PB-500871
0110D00_CS,CHỐNG SÉT VAN 171 PHA A,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500871
0110D00_CS,CHỐNG SÉT VAN CS1T1 PHA A,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.4,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1T2 PHA A,USING,HSX.00311,2007,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100043,PB-500871
0110D00_CS,CT04BC_CS171C-04/97,USING,HSX.00311,1996,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CS.CT18NINHPHUOC-CS1T1 A_9/2014,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.67,PB-100040,PB-100042,PB-500871
0110D00_CS,CS.CT18NINHPHUOC-CS1T1 B_9/2014,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.67,PB-100040,PB-100042,PB-500871
0110D00_CS,CS.CT18NINHPHUOC-CS1T1 C_9/2014,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.67,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04BC_CS172A-04/97,USING,HSX.00311,1996,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CS.CT18THAPCHAM-CS171A_12/1998,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04BC_CS172B-04/97,USING,HSX.00311,1996,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CS.CT18THAPCHAM-CS171B_12/1998,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CS.CT18THAPCHAM-CS171C_12/1998,RETIRE,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CS.CT18THAPCHAM-CS1T1A_01/1998,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CS.CT18THAPCHAM-CS1T1B_01/1998,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CS.CT18THAPCHAM-CS1T1C_01/1998,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT18THAPCHAMCS172A-12/98,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT18THAPCHAMCS172B-12/98,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT18THAPCHAMCS172C-12/98,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT18THAPCHAM CS174 A-12/98,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-501775,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT18THAPCHAM CS174 B-12/98,USING,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-501775,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04BC_CS172C-04/97,USING,HSX.00311,1996,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CT18THAPCHAMCS174C-12/98,RETIRE,HSX.00508,1997,TB040.00016,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500869
0110D00_CS,CS.CT18THAPCHAM-CS1T2A_09/2002,USING,HSX.00035,2001,TB040.00018,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.3,PB-100040,PB-100042,PB-500869
